"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre.adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre.adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre.adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtjail","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent","incartot","new.incar","stname","police.ft.emp","police.tot.pay","welfare.ft.emp","welfare.tot.pay","cor.ft.emp","cor.tot.pay","edu.ft.emp","edu.tot.pay","drop","hosp.ft.emp","hosp.tot.pay","drop.1","tot.ft.emp","tot.tot.pay","statename","citi6010","inst6010_adacope","inst6010_nom","death.sent","death.pen","crime","food.insec","GSP","AFDCRec","SNAPRec","AFDCBen3","SNAPBen3","AFDCFS3Ben","Total.SSI","npoor","eitc.st","medicaidrec","WIC.par","NSLP.Total","SBP.Total","rpp"
"124",31,2002,3351,2892,443,2261,12270,1476,5839,156,1065,2899,838,896,167,182,2698,46,228,529,127,161,15,36,331,84,677,1852,566,598,139,88,1821,4583,0,581,472,569,495,250,0,600,0,156,75,57,91,53,0,3139,0,313,331,452,321,151,0,225,1667597.66666667,1452986.66666667,61888.3333333333,439890.333333333,21451.3333333333,360052.666666667,1227707.33333333,40437,1092934,174824,58691,15648.6666666667,122519,6730.66666666667,34798,38075.6666666667,25848.3333333333,4760,876937.333333333,788019.666666667,25444.3333333333,0.0915133221084623,0.0740555072900431,0.137846320600807,18317.3333333333,10956.6666666667,2157.33333333333,316328,275034.333333333,7816.66666666667,708.233391382249,4048,1975,"NE",3439,15035463.75,3621,10930737.5,3402,11399558.75,NA,NA,NA,NA,NA,"Total",98033,400702021.25,"Nebraska",32.98388,19.5875,26.89353,0,TRUE,71141,0.12,62207,25500,88459,455,445,720,553,181,0,216508,37074,221491,38698,0.9015
"125",32,2002,3239,2357,742,1614,9514,1453,3387,2,138,699,6,3185,7,5,14,0,28,184,0,705,3,1,3,2,63,392,4,1586,4,4,5,638,178,749,43,178,90,2175,0,110,37,188,12,49,25,390,0,386,118,462,29,94,48,1278,0,357,2058616,1335045,133121,544252.333333333,42155,296366.333333333,1514363.66666667,90966,1038678.66666667,221808.333333333,86411.3333333333,27981.3333333333,106667.666666667,14228.3333333333,31370.3333333333,69011,40289.6666666667,6761,975588,664373.333333333,56753,0.133004655409021,0.075577172024219,0.104381804118216,46252.3333333333,21608,5093.33333333333,345213.333333333,196024,15174.3333333333,1020.59065621839,10101,4844,"NV",4114,27418625,1687,7524576.25,5572,29406297.5,NA,NA,NA,NA,NA,"Total",80077,434514897.5,"Nevada",52.06649,37.60536,27.49802,1,TRUE,97764,0.112,84491,27640,97035,435,445,704,581,188,0,142380,41297,130314,38500,0.996833333333333
"126",33,2002,563,500,31,491,2366,101,1588,0,195,1140,398,52,7,11,0,0,7,75,15,4,0,0,0,0,173,997,360,43,7,8,0,586,33,253,296,0,82,553,0,33,1,12,15,0,6,34,0,523,30,221,265,0,70,479,0,8,1221177.66666667,1158801,8834.33333333333,303280.333333333,2276,281834.666666667,917897.333333333,6558.33333333333,876966.333333333,78122.3333333333,23700,915.333333333333,70263.3333333333,140.333333333333,20378,26520.6666666667,24841.3333333333,430,658139,629456.666666667,4979,0.0941456025990994,0.0923293568016564,0.116445279552746,12443.3333333333,11691.6666666667,58.6666666666667,219882.333333333,207960.333333333,1163.33333333333,973.474630207279,2475,1125,"NH",2504,13573367.5,3150,12333485,1957,7897698.75,NA,NA,NA,NA,NA,"Total",57015,246719276.25,"New Hampshire",41.89581,53.02798,42.35155,0,TRUE,20503,0.071,47617,14465,41053,750,445,922,572,73,0,87807,16894,107514,17222,1.06183333333333
"127",34,2002,6052,5616,3322,1674,22898,10273,4106,568,999,10558,1467,2477,260,0,0,381,618,6725,825,1178,161,0,0,118,243,2352,397,871,50,0,0,6049,1442,6076,1129,694,0,1251,0,3185,1039,4186,689,420,0,619,0,1785,235,1161,314,164,0,395,0,468,8301780.66666667,5460757,1082924.66666667,2042117.66666667,325497.666666667,1210018,6259663,757427,4250739,661901.666666667,230980,190040.333333333,243201.333333333,87373,57731,272885.333333333,139437.333333333,59460.3333333333,4041894,2735526.66666667,482374.666666667,0.122788196834502,0.091151929530245,0.162007412535349,162595.666666667,60426.3333333333,56939.6666666667,1416205,976902.666666667,112803,1113.50379521354,26301,14576,"NJ",24985,176769827.5,17225,78450206.25,17030,92284162.5,NA,NA,NA,NA,NA,"Total",443597,2511543716.25,"New Jersey",65.76992,50.23264,46.69171,1,TRUE,259506,0.094,386335,103123,319799,530,445,780,576,681,0.18,819494,133946,599548,86333,1.14
"128",35,2002,1968,1683,109,627,5459,241,1039,410,512,1833,291,164,72,41,167,47,23,123,11,15,2,7,13,117,126,562,87,58,24,12,52,1296,8,764,149,149,106,993,0,86,0,78,17,9,5,45,0,391,3,199,45,50,23,322,0,306,1799475.66666667,798338,29566,500893.333333333,8611.33333333333,164245.666666667,1298582.33333333,20954.6666666667,634092.333333333,340428.333333333,133497.666666667,8595,80535,3458,21187,61625.3333333333,18569,1411.66666666667,793555.333333333,393573.333333333,12439.6666666667,0.169457919584711,0.0638090539404958,0.15552825483193,48887.3333333333,10061.6666666667,1229.66666666667,288934,111174,3387,707.024547798405,5991,2020,"NM",4045,17074296.25,2123,7239046.25,5528,19879698.75,NA,NA,NA,NA,NA,"Total",108021,406793535,"New Mexico",54.32134,51.3381,53.38786,1,TRUE,86634,0.175,59067,47338,170457,548.75,445,795,545,328,0,380722,59914,198166,86377,0.948
"129",36,2002,15432,12931,6935,4142,74155,27157,11261,10225,8290,23136,4118,8895,2,1064,1680,4835,4614,10506,1906,3524,1,538,814,1447,471,4941,739,2757,0,73,273,25565,152,16874,0,7274,1429,6824,0,11807,71,8264,0,3500,671,2601,0,5569,31,2075,0,1108,287,2106,0,NA,18454222.6666667,11348887,2888128,4589866.33333333,867272.666666667,2495727.33333333,13864356.3333333,2020855.33333333,8853159.66666667,2541915.66666667,934686,660091.333333333,922472,283856.666666667,270557,623837,283802.333333333,155128.333333333,8480257.33333333,5566339.33333333,1164681.33333333,0.144454628864277,0.0964256981809016,0.17391404045805,392580.333333333,109382,149313.666666667,2822993,1908971.33333333,266974.333333333,1028.38875189923,66925,27211,"NY",71270,599705571.25,53599,266488786.25,60971,355469521.25,NA,NA,NA,NA,NA,"Total",1089856,6396471145,"New York",64.25971,40.65768,44.48737,0,TRUE,539290,0.115,881589,412530,1346644,721.25,445,906,632,2690,0.28,3364337,454577,1792586,458921,1.152
"130",37,2002,5615,4032,2269,2796,20546,6878,6776,1178,3230,5268,1062,1715,37,138,2301,590,1524,2495,465,858,18,66,860,517,1408,2277,536,790,17,55,1176,7773,1390,4277,0,293,1007,190,0,3215,802,2121,0,154,502,83,0,3802,493,1865,0,121,412,83,0,277,7931364.66666667,5551854.33333333,1677170.33333333,2026162.66666667,523070.666666667,1269738.66666667,5905202,1154099.66666667,4282115.66666667,1087244,397158.666666667,435212.333333333,501793,194753,139622.666666667,260634.666666667,139155.666666667,90301.3333333333,3802219.66666667,2785800.66666667,696776.333333333,0.183327894104938,0.157752041558575,0.222627493462035,179809,73313.3333333333,87987,1246807.33333333,925673.333333333,176294,796.042546667555,32918,9529,"NC",18646,74386880,15655,53153908.75,23897,80131578.75,NA,NA,NA,NA,NA,"Total",429431,1749272647.5,"North Carolina",47.02398,84.95313,74.53419,7,TRUE,385717,0.149,300873,91084,574369,340,445,628,545,1165,0,1104646,208377,843699,299698,0.917
"131",38,2002,1044,895,42,670,3105,86,1289,157,291,842,127,625,0,0,0,16,7,33,2,28,0,0,0,114,187,500,88,387,0,0,0,1050,97,374,181,130,43,0,0,31,6,25,4,6,0,0,0,710,29,235,79,96,24,0,0,79,613101.666666667,561633,3493.66666666667,149319,1052.66666666667,129087,463782.666666667,2441,432546,74543.3333333333,21017.6666666667,817.666666666667,59273.3333333333,463.666666666667,13694.3333333333,12934.3333333333,10728.3333333333,22,319877,300247,2153.33333333333,0.12006475666891,0.117455617286034,0.04876673713883,5008.33333333333,2577.33333333333,43.6666666666667,108747.666666667,99221.6666666667,285.333333333333,597.37270281581,1117,771,"ND",1076,4177856.25,1253,4081587.5,788,2577552.5,NA,NA,NA,NA,NA,"Total",32821,138356726.25,"North Dakota",60.7559,16.80746,40.8401,0,FALSE,14250,0.075,20625,8344,36781,596.25,445,833,545,73,0,54160,13823,77833,13965,0.897666666666667
"132",39,2002,14982,10213,6284,7985,50441,16963,17068,2583,8028,17708,1459,3020,335,910,939,1404,4234,8015,682,1251,197,525,382,1114,3436,8950,725,1659,115,369,531,13446,0,6454,3019,1580,0,10960,0,6254,0,3783,1667,759,0,4500,0,6612,0,2486,1254,761,0,5955,0,338,11073953.6666667,9310203.33333333,1238456,2821906.66666667,404212,2224938,8252047,834244,7085265.33333333,1271986.33333333,468556.333333333,333088.333333333,839204.333333333,155656.333333333,266803.333333333,343872.333333333,254042.666666667,69005.6666666667,5327450.66666667,4613418.33333333,496332.333333333,0.130547506786932,0.122151396709341,0.183777162054199,194301,126543,52535.6666666667,1769752.33333333,1554747.33333333,107595.666666667,762.322296249627,45284,25719,"OH",24303,126118352.5,28042,99637888.75,25386,104229788.75,NA,NA,NA,NA,NA,"Total",534361,2466801851.25,"Ohio",48.64761,13.46154,20.96498,7,TRUE,419856,0.123,412292,190998,734679,466.25,445,729,545,1099,0,1410736,253923,1012719,195701,0.896333333333333
"133",40,2002,6923,4963,1371,4016,22063,3329,8699,1617,3828,7074,1852,377,55,172,0,387,947,1360,486,79,13,36,0,995,2222,3960,1048,232,34,92,0,7026,4,3486,1098,479,392,428,0,1322,0,946,304,100,100,50,0,4219,0,1999,613,299,219,121,0,731,3354340,2485599.66666667,231882.333333333,872765.666666667,78241.3333333333,569524,2481574.33333333,153641,1916075.66666667,514822.666666667,188360.333333333,66406,301462.333333333,30474.3333333333,93331.6666666667,87823.3333333333,57259.3333333333,11418.3333333333,1546041,1190018.33333333,96509.6666666667,0.144699308343281,0.127484522081123,0.150614956458194,64280.3333333333,35224.3333333333,9177,546059,390423.333333333,24465,696.034676498712,21996,8430,"OK",7524,29525880,6060,20458790,6959,23740011.25,NA,NA,NA,NA,NA,"Total",187096,677213837.5,"Oklahoma",32.22473,32.36,30.81478,7,TRUE,165715,0.147,99725,36923,316684,365,445,648,598,489,0.05,495743,109391,377268,152299,0.8955
"134",41,2002,5089,4229,305,2808,18836,1159,8124,1230,1960,5186,100,931,33,712,3577,121,155,464,9,79,5,76,250,699,1088,3003,60,643,23,475,2128,7720,79,3396,2032,197,323,0,0,537,13,308,250,28,23,0,0,4376,43,2012,1374,138,181,0,0,66,3388504.33333333,2819559.66666667,54961.6666666667,847655,19477,647589,2540849.33333333,35484.6666666667,2171970.66666667,435838.666666667,149041,12856.3333333333,315276.666666667,5792,97542.6666666667,129014.666666667,102319,3495,1625499,1376065.66666667,22523.6666666667,0.108889831526619,0.0847452093775684,0.155157674005999,51815.6666666667,36299,1952.66666666667,559201.666666667,443436,5464.33333333333,910.407573548109,11650,5068,"OR",6057,33436251.25,6906,29290568.75,8535,38007411.25,NA,NA,NA,NA,NA,"Total",155650,758172436.25,"Oregon",63.15985,68.39667,63.04796,0,TRUE,170922,0.154,122170,40916,359138,575,445,816,547,380,0.05,453337,97058,267595,105602,0.985833333333333
"135",42,2002,13684,11851,5647,6559,47118,15947,14420,850,5388,15609,4666,5796,524,127,469,245,3720,6774,1795,2980,348,38,47,508,1307,7422,2468,2208,139,57,308,19751,1064,6025,3850,1308,472,961,0,8088,525,3334,2506,601,311,582,0,9695,473,2226,1048,608,142,225,0,685,11871945.6666667,9992960.66666667,1151914.33333333,2856263.66666667,364886.666666667,2233377.33333333,9015682,787027.666666667,7759583.33333333,1302439,461100,302687,822443.333333333,134209.333333333,246065.666666667,344931.333333333,255027,60773.6666666667,5619603,4886490.66666667,448277.333333333,0.134254764965273,0.12393250319251,0.18308533082997,197672,106205.666666667,66511,1882049.33333333,1667999.66666667,89241,791.214826549518,39724,13551,"PA",24099,134302296.25,32261,124292198.75,27642,115479287.5,NA,NA,NA,NA,NA,"Total",503867,2422712645,"Pennsylvania",55.03072,23.01134,26.31326,9,TRUE,323582,0.104,441444,210528,766615,526.25,445,777,572,1152,0,1420971,222879,1041177,205515,0.983833333333333
"136",44,2002,1582,1224,315,888,5343,848,2144,53,811,1064,1321,126,137,245,3,13,224,233,271,17,24,66,0,31,429,582,793,83,94,128,3,2076,3,547,253,484,16,1,0,460,1,143,71,94,1,0,0,1159,1,302,144,318,14,1,0,61,1020328,834908.333333333,45910.3333333333,244017.333333333,17275,177717.333333333,776310.666666667,28635.3333333333,657191,116694,41836.6666666667,13103.3333333333,64699.3333333333,6945,16913,30569.6666666667,22956.3333333333,1800.66666666667,500822,428044.333333333,18612.6666666667,0.166059516080376,0.142124504955119,0.224669191883729,14202.6666666667,9295.33333333333,1537,152641.666666667,124333.333333333,6014.33333333333,828.830235571635,3473,3760,"RI",2457,13745340,1614,8704026.25,1772,9940593.75,NA,NA,NA,NA,NA,"Total",47640,251842837.5,"Rhode Island",85.75842,80.33333,67.86786,0,TRUE,38394,0.108,38173,38957,71933,692.5,445,890,609,116,0.25,172773,22451,68802,17102,0.992333333333333
"137",45,2002,3537,3397,1777,1601,11762,4619,3368,290,371,4747,525,1950,57,210,55,180,187,2925,247,902,38,105,26,104,178,1709,262,955,19,101,29,3370,126,2367,614,774,8,891,0,1697,76,1409,424,487,5,493,0,1534,41,920,181,279,2,367,0,92,3925497,2593292,1154883,998985.666666667,361272,580271,2926511.33333333,793611,2013021,555926,203390.666666667,300320.666666667,223492.666666667,130669.666666667,62294.3333333333,126443.666666667,58458.6666666667,61539,1859308.66666667,1305903.33333333,472601,0.176768152491875,0.144204305984665,0.254806802752068,106335,36979,62476,574271.333333333,417817,119808.666666667,755.678622748739,22896,9881,"SC",9660,35521480,5244,16313701.25,10702,32841271.25,NA,NA,NA,NA,NA,"Total",222262,824662276.25,"South Carolina",42.97591,52.43816,49.15022,5,TRUE,219742,0.138,125689,53255,379310,256.25,445,561,545,568,0,794119,109575,469483,171948,0.9085
"138",46,2002,1348,1086,50,440,3897,81,840,224,459,1118,138,548,3,0,58,11,7,36,7,19,0,0,1,83,113,388,42,189,1,0,24,1214,53,411,203,22,30,616,0,38,4,18,7,0,1,13,0,390,7,148,112,5,5,173,0,33,728779.333333333,665078,5499,193761.333333333,2275.66666666667,165783,535018,3223.33333333333,499295,88608.6666666667,30844,1187.66666666667,66241.6666666667,646.666666666667,19218.6666666667,14213.3333333333,11125.3333333333,99,377517.666666667,355720.333333333,2422,0.111228685380704,0.1043745863601,0.13140110292031,7996,4324.33333333333,256.666666666667,137260.666666667,126423.666666667,789.333333333333,648.939313356829,2943,1821,"SD",1236,5000417.5,1144,3658701.25,1212,3870868.75,NA,NA,NA,NA,NA,"Total",37549,138102455,"South Dakota",53.98379,21.5,21.47803,0,TRUE,16161,0.103,27224,6603,47663,586.25,445,825,560,85,0,90019,20278,103480,18915,0.872
"139",47,2002,6047,5316,1740,4016,20849,5116,9154,1203,1003,5572,1330,1701,97,922,2764,471,354,1956,512,565,47,345,813,680,626,3368,778,1096,46,553,1864,8329,1030,3172,337,902,13,38,0,2539,522,1324,141,318,7,16,0,5504,483,1738,189,564,3,20,0,180,5598123,4435072,897052,1395825.66666667,290575.666666667,1020237.66666667,4202297.33333333,606476.333333333,3414834.33333333,797588.666666667,281449.666666667,235745,507249,105539,154361,168617.666666667,109168,48700.6666666667,2670201.33333333,2173776,374777.333333333,0.189976395196433,0.185108884295766,0.204711860967936,118754.333333333,62682.6666666667,48769.6666666667,854633.333333333,715846.666666667,87062,725.699154569539,18297,15083,"TN",12935,52102650,7127,22804013.75,12612,38539707.5,NA,NA,NA,NA,NA,"Total",280390,1050202303.75,"Tennessee",40.61986,37.48294,38.81252,4,TRUE,291603,0.119,197400,164631,598012,231.25,445,541,545,839,0,1447887,153212,636692,206933,0.904666666666667
"140",48,2002,11766,8574,3548,3924,42227,9546,10130,3091,6116,11731,2453,4367,147,681,1606,951,2137,3681,710,1337,54,170,429,998,1964,3852,853,1500,63,238,557,9889,2881,9445,2370,2443,605,0,0,2817,1009,3149,779,727,213,0,0,3217,979,2999,874,954,228,0,0,1245,20782692.6666667,10735690.6666667,2274650,6007898,735722.666666667,2539972,14774794.6666667,1538927.33333333,8195718.66666667,3251738.33333333,1313520,501472,836565.333333333,219040.666666667,223691.666666667,652236.666666667,262650.333333333,120339.666666667,9530307.33333333,5394472.66666667,976768,0.199023279875382,0.0927512699492109,0.165053708387489,594831.666666667,154328.333333333,123484.333333333,3873108.66666667,1865320,260852.333333333,842.028842682766,152446,63446,"TX",43978,206587963.75,24016,79448211.25,69936,223473390,NA,NA,NA,NA,NA,"Total",1163094,4469246782.5,"Texas",42.66271,65.67519,60.49407,37,TRUE,1126769,0.177,799937,331363,1554428,251.25,445,557,545,3362,0,2372631,786530,2582461,1082011,0.964166666666667
"141",49,2002,2177,2105,105,1277,6320,200,2392,550,124,1949,171,384,170,129,666,33,3,93,6,17,13,4,31,304,60,1134,107,247,111,61,368,1481,2,724,445,396,271,229,0,76,0,40,16,22,14,10,0,831,2,406,262,252,162,142,0,434,2232699,1897186.33333333,13793,712011,3622,585813,1520688,10171,1311373.33333333,210574.666666667,78412.6666666667,1952,149456.666666667,681.666666666667,50911.6666666667,64394.3333333333,50244,1110,1054580,911469,6786,0.0830387160015536,0.0584179839835879,0.106692753645614,41309.6666666667,28737.6666666667,648,553515,469715.333333333,1614.66666666667,871.421613818099,4285,3067,"UT",3742,18686582.5,3397,13859840,4725,19256705,NA,NA,NA,NA,NA,"Total",103171,461692963.75,"Utah",31.43887,6.25,15.021,0,TRUE,102865,0.17,76779,19887,89899,592.5,445,830,545,228,0,153529,61445,278500,37786,0.971666666666667
"142",50,2002,832,759,10,801,3015,39,2106,252,193,983,263,54,57,24,357,6,4,16,6,0,1,1,5,245,184,948,251,53,54,23,348,1251,9,496,150,84,3,190,0,24,1,8,4,0,0,2,0,1204,8,486,140,82,3,183,0,11,592275,569008.333333333,2867,140698,1004.66666666667,132688.666666667,451577,1862.33333333333,436319.666666667,53420,16166,373.666666666667,50052,153.666666666667,14934.6666666667,13858.6666666667,12750.3333333333,143.333333333333,319575.666666667,309009.333333333,1294,0.111591106389101,0.10953993059761,0.139160494482056,5854.33333333333,5509.33333333333,20.6666666666667,98854,94019.3333333333,476,853.35044874554,1361,1874,"VT",866,4703112.5,1134,4962892.5,956,4030460,NA,NA,NA,NA,NA,"Total",33247,139928563.75,"Vermont",79.2687,86.07854,78.106,0,TRUE,15645,0.096,20122,13407,39914,886.25,445,999,604,61,0.32,128007,15903,53713,15179,1.002
"143",51,2002,3274,3137,1507,1564,12690,4795,4167,656,334,5371,504,1756,176,132,407,360,156,2834,246,816,107,86,153,264,169,2265,234,859,62,38,236,3120,695,1939,1671,1238,91,473,0,1305,395,1111,924,674,44,246,0,1632,270,753,676,514,38,203,0,206,6954103.33333333,4873091.66666667,1341818.33333333,1763254.66666667,408020.666666667,1129422.66666667,5190848.66666667,933797.666666667,3743669,682394,238006,254968.666666667,337368,111744.333333333,92947.6666666667,167316,94643.6666666667,53932,3518392.66666667,2543010,612239.666666667,0.147782905472653,0.124245635967551,0.220077630827666,133783,55624.6666666667,60042,1168233.33333333,860910,151274,1003.29478183946,30937,11310,"VA",14827,70793043.75,9242,37136851.25,21811,76673725,NA,NA,NA,NA,NA,"Total",367692,1577703063.75,"Virginia",53.35838,15.8125,25.21875,3,TRUE,225477,0.096,290514,67262,352172,486.25,445,745,545,702,0,546259,129103,678369,178359,1.03083333333333
"144",53,2002,6704,5036,858,4325,22747,2434,10037,326,4290,7781,669,1122,17,258,1580,58,727,1182,88,134,5,46,194,191,2603,4815,444,745,10,153,1076,10884,268,2971,422,146,828,221,0,1392,61,614,94,18,182,26,0,7041,129,1794,243,94,440,128,0,407,5850724.33333333,4598077.66666667,182102,1513286.66666667,57108.6666666667,1076427,4337437.66666667,124993.333333333,3521650.66666667,654498.666666667,230410.666666667,35729.3333333333,405406,15095.6666666667,118850,215143,153630.666666667,12818,2828004,2292601.33333333,80320,0.0913521857626374,0.0669045731464633,0.107218879858737,80048.3333333333,44623.6666666667,5445.33333333333,1026654.66666667,761094.333333333,23024.6666666667,985.963772247098,16263,8397,"WA",9585,60859357.5,9697,46486457.5,12777,55315470,NA,NA,NA,NA,NA,"Total",261806,1514064330,"Washington",51.76352,74.49549,71.04359,1,TRUE,303029,0.129,249331,137755,350373,682.5,445,885,571,657,0,887850,152055,488215,126924,1.032
"145",54,2002,2358,2246,227,1964,8080,630,4800,371,224,2618,1969,191,103,96,150,48,22,290,216,16,17,11,10,319,192,2218,1612,162,77,84,136,2938,205,941,892,55,156,0,0,314,19,133,106,5,12,0,0,2445,178,786,755,50,140,0,0,123,1760981,1669411.33333333,51018.6666666667,394981,12578.6666666667,367553,1366000,38440,1301858.33333333,309270.333333333,97232,13914.3333333333,287434,4594.33333333333,88257.6666666667,54905,51143.3333333333,2697,724495,690017.666666667,20633.3333333333,0.212122302149146,0.214308445353271,0.141993315535749,28412,25510.6666666667,1659.33333333333,257052,243963.666666667,5296.33333333333,571.465590029821,3575,2161,"WV",2760,9762351.25,3219,8736941.25,3188,7866962.5,NA,NA,NA,NA,NA,"Total",89115,324174026.25,"West Virginia",66.53737,56.8125,53.07822,0,FALSE,42245,0.093,45182,41643,235736,566.25,445,809,545,293,0,277117,50265,195950,85033,0.8805
"146",55,2002,5054,4405,1479,2895,18984,6346,6065,269,2767,8433,1386,893,7,14,0,114,1977,3542,446,165,2,12,0,124,478,4006,761,640,2,1,0,6873,1270,2431,749,352,3,2250,0,2534,956,1595,321,163,0,777,0,3556,208,638,361,155,2,1143,0,460,5249726.66666667,4575607,283529.333333333,1322197.66666667,106027,1066056.66666667,3927529,177502.333333333,3509550.33333333,500528.333333333,183362.666666667,87787.3333333333,324854.333333333,47253,92627.3333333333,163036,121324.333333333,23719.6666666667,2720576,2450641.66666667,107159,0.111644050369599,0.0973271868665507,0.192246178537305,53738,33786.6666666667,12453.3333333333,903918.333333333,796104.666666667,21918.3333333333,791.212676321744,21666,7990,"WI",12108,62539922.5,11736,51457356.25,11777,49960036.25,NA,NA,NA,NA,NA,"Total",243706,1225661977.5,"Wisconsin",53.38556,30.46496,23.1061,0,FALSE,174518,0.101,196028,45231,262310,841.25,445,974,629,467,0.04,601783,102776,552561,63583,0.930166666666667
